  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_164459_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  Waypoints: (-3500, -1600) (-3100, -1500) (-2850, -1700) (-2500, -1500)   [t=  0.0] pos=(-3493.2,-1598.3) psi= +14.0deg wp=1 xte=+0.0m obs_d=224m ok=1 comp=1585.5ms solve=1515.0ms RT=1.59 obs=8 fb=0
  [t=  1.0] pos=(-3486.4,-1596.6) psi= +14.0deg wp=1 xte=+0.0m obs_d=222m ok=1 comp=1841.1ms solve=1821.1ms RT=1.84 obs=8 fb=0
  [t=  2.0] pos=(-3479.5,-1594.9) psi= +14.1deg wp=1 xte=+0.0m obs_d=219m ok=1 comp=1978.2ms solve=1946.5ms RT=1.98 obs=8 fb=0
  [t=  3.0] pos=(-3472.7,-1593.2) psi= +14.1deg wp=1 xte=+0.0m obs_d=217m ok=1 comp=1873.1ms solve=1862.6ms RT=1.87 obs=8 fb=0
  [t=  4.0] pos=(-3465.8,-1591.5) psi= +14.1deg wp=1 xte=+0.0m obs_d=215m ok=1 comp=2013.5ms solve=1943.5ms RT=2.01 obs=8 fb=0
  [t=  5.0] pos=(-3459.0,-1589.8) psi= +14.1deg wp=1 xte=+0.0m obs_d=213m ok=1 comp=2070.6ms solve=2064.1ms RT=2.07 obs=10 fb=0
  [t=  6.0] pos=(-3452.1,-1588.1) psi= +14.1deg wp=1 xte=+0.1m obs_d=212m ok=1 comp=2003.2ms solve=1998.0ms RT=2.00 obs=10 fb=0
  [t=  7.0] pos=(-3445.3,-1586.4) psi= +14.1deg wp=1 xte=+0.1m obs_d=210m ok=1 comp=2311.0ms solve=2304.3ms RT=2.31 obs=10 fb=0
  [t=  8.0] pos=(-3438.5,-1584.7) psi= +14.2deg wp=1 xte=+0.1m obs_d=208m ok=1 comp=3876.6ms solve=3874.5ms RT=3.88 obs=10 fb=0
  [t=  9.0] pos=(-3431.7,-1583.0) psi= +14.2deg wp=1 xte=+0.1m obs_d=207m ok=1 comp=2810.4ms solve=2808.8ms RT=2.81 obs=10 fb=0
  [t= 10.0] pos=(-3425.0,-1581.4) psi= +14.2deg wp=1 xte=+0.1m obs_d=206m ok=1 comp=2066.1ms solve=2064.6ms RT=2.07 obs=10 fb=0
  [t= 11.0] pos=(-3418.2,-1579.7) psi= +14.2deg wp=1 xte=+0.1m obs_d=205m ok=1 comp=2542.8ms solve=2540.7ms RT=2.54 obs=10 fb=0
  [t= 12.0] pos=(-3411.4,-1578.0) psi= +14.2deg wp=1 xte=+0.1m obs_d=204m ok=1 comp=1826.1ms solve=1823.7ms RT=1.83 obs=10 fb=0
  [t= 13.0] pos=(-3404.7,-1576.3) psi= +14.2deg wp=1 xte=+0.1m obs_d=204m ok=1 comp=2824.5ms solve=2822.9ms RT=2.82 obs=10 fb=0
  [t= 14.0] pos=(-3398.0,-1574.7) psi= +14.3deg wp=1 xte=+0.2m obs_d=203m ok=1 comp=1966.2ms solve=1964.5ms RT=1.97 obs=10 fb=0
  [t= 15.0] pos=(-3391.3,-1573.0) psi= +14.3deg wp=1 xte=+0.2m obs_d=201m ok=1 comp=1644.3ms solve=1642.4ms RT=1.64 obs=10 fb=0
  [t= 16.0] pos=(-3384.5,-1571.4) psi= +14.3deg wp=1 xte=+0.2m obs_d=200m ok=1 comp=3213.2ms solve=3158.7ms RT=3.21 obs=10 fb=0
  [t= 17.0] pos=(-3377.8,-1569.7) psi= +14.4deg wp=1 xte=+0.2m obs_d=200m ok=1 comp=3187.9ms solve=3185.7ms RT=3.19 obs=10 fb=0
  [t= 18.0] pos=(-3371.1,-1568.1) psi= +14.5deg wp=1 xte=+0.3m obs_d=198m ok=1 comp=1440.1ms solve=1438.5ms RT=1.44 obs=10 fb=0
  [t= 19.0] pos=(-3364.3,-1566.5) psi= +14.6deg wp=1 xte=+0.3m obs_d=198m ok=1 comp=1842.1ms solve=1840.6ms RT=1.84 obs=10 fb=0
  [t= 20.0] pos=(-3357.5,-1565.0) psi= +14.8deg wp=1 xte=+0.4m obs_d=197m ok=1 comp=1181.2ms solve=1177.3ms RT=1.18 obs=10 fb=0
  [t= 21.0] pos=(-3350.8,-1563.6) psi= +15.0deg wp=1 xte=+0.6m obs_d=196m ok=1 comp=1623.8ms solve=1621.3ms RT=1.62 obs=10 fb=0
