  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_163638_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  [t= 27.0] pos=(-3313.5,-1558.6) psi= +16.9deg wp=1 xte=+4.2m obs_d=193m ok=1 comp=1619.7ms solve=1618.0ms RT=1.62 obs=10 fb=0
  [t= 28.0] pos=(-3308.4,-1558.3) psi= +17.2deg wp=1 xte=+5.1m obs_d=193m ok=1 comp=2295.3ms solve=2293.2ms RT=2.30 obs=10 fb=0
  [t= 29.0] pos=(-3303.7,-1558.1) psi= +17.5deg wp=1 xte=+6.0m obs_d=193m ok=1 comp=1744.9ms solve=1743.6ms RT=1.74 obs=10 fb=0
  [t= 30.0] pos=(-3299.3,-1558.1) psi= +17.8deg wp=1 xte=+7.0m obs_d=195m ok=1 comp=1684.0ms solve=1682.3ms RT=1.68 obs=10 fb=0
  [t= 31.0] pos=(-3295.3,-1558.1) psi= +18.1deg wp=1 xte=+8.0m obs_d=194m ok=1 comp=1544.2ms solve=1542.5ms RT=1.54 obs=10 fb=0
  [t= 32.0] pos=(-3291.5,-1558.2) psi= +18.4deg wp=1 xte=+9.0m obs_d=192m ok=1 comp=1655.6ms solve=1653.2ms RT=1.66 obs=10 fb=0
  [t= 33.0] pos=(-3288.0,-1558.4) psi= +18.8deg wp=1 xte=+10.0m obs_d=188m ok=1 comp=1371.2ms solve=1368.9ms RT=1.37 obs=10 fb=0
  [t= 34.0] pos=(-3284.8,-1558.7) psi= +19.2deg wp=1 xte=+11.1m obs_d=185m ok=1 comp=1216.3ms solve=1214.9ms RT=1.22 obs=10 fb=0
  [t= 35.0] pos=(-3281.7,-1559.0) psi= +19.7deg wp=1 xte=+12.1m obs_d=183m ok=1 comp=1337.9ms solve=1335.9ms RT=1.34 obs=10 fb=0
  [t= 36.0] pos=(-3278.9,-1559.4) psi= +20.2deg wp=1 xte=+13.2m obs_d=180m ok=1 comp=1323.6ms solve=1321.9ms RT=1.32 obs=10 fb=0
  [t= 37.0] pos=(-3276.3,-1559.8) psi= +20.6deg wp=1 xte=+14.3m obs_d=177m ok=1 comp=1521.5ms solve=1519.8ms RT=1.52 obs=10 fb=0
  [t= 38.0] pos=(-3273.7,-1560.3) psi= +21.1deg wp=1 xte=+15.3m obs_d=174m ok=1 comp=1620.5ms solve=1618.2ms RT=1.62 obs=9 fb=0
  [t= 39.0] pos=(-3271.3,-1560.7) psi= +21.5deg wp=1 xte=+16.3m obs_d=171m ok=1 comp=1640.7ms solve=1639.1ms RT=1.64 obs=8 fb=0
  [t= 40.0] pos=(-3269.0,-1561.1) psi= +21.8deg wp=1 xte=+17.3m obs_d=169m ok=1 comp=1568.0ms solve=1566.3ms RT=1.57 obs=8 fb=0
